ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1735,Easy,136,1,1
2,1832,Easy,137,1,0
3,1929,Normal,139,1,0
4,2026,Normal,140,1,3
5,2123,Normal,142,1,0
6,2220,Normal,143,1,0
7,2317,Normal,144,1,5
8,2414,Normal,146,1,0
9,2512,Normal,147,1,0
10,2609,Normal,149,1,7
11,2706,Normal,150,1,0
12,2803,Normal,152,1,0
13,2900,Hard,153,1,6
14,2997,Hard,154,1,0
15,3094,Hard,156,1,0
16,3191,Hard,157,1,4
17,3288,Hard,159,1,0
18,3385,Hard,160,1,0
19,3482,Hard,161,1,2
20,3579,Hard,163,1,0
21,3676,Hard,164,1,0
22,3773,Hard,166,1,3
23,3871,Hard,167,1,0
24,3968,Hard,169,1,0
25,4065,HardCode,170,1,0
26,4162,HardCode,171,1,1
27,4259,HardCode,173,1,0
28,4356,HardCode,174,1,6
29,4550,HardCode,177,1,0
30,11195,HardCode,178,1,7
