ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1160,Easy,93,1,0
2,1214,Easy,94,1,0
3,1268,Easy,96,1,0
4,1322,Easy,97,1,0
5,1376,Easy,99,1,0
6,1430,Easy,100,1,0
7,1484,Normal,101,1,0
8,1538,Normal,103,1,0
9,1592,Normal,104,1,0
10,1646,Normal,105,1,0
11,1700,Normal,107,1,0
12,1754,Normal,108,1,0
13,1808,Normal,110,1,0
14,1862,Normal,111,1,0
15,1916,Normal,112,1,0
16,1969,Hard,114,1,0
17,2023,Hard,115,1,0
18,2077,Hard,116,1,0
19,2131,Hard,118,1,0
20,2185,Hard,119,1,0
21,2239,Hard,121,1,0
22,2293,Hard,122,1,0
23,2347,Hard,123,1,0
24,2401,Hard,125,1,0
25,2455,Hard,126,1,0
26,2509,Hard,127,1,0
27,2563,Hard,129,1,0
28,2617,Hard,130,1,0
29,2725,Hard,133,1,0
30,6620,HardCode,134,1,1
