ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1285,Easy,105,1,0
2,1349,Easy,106,1,0
3,1414,Normal,108,1,0
4,1478,Normal,109,1,0
5,1543,Normal,111,1,0
6,1607,Normal,112,1,1
7,1672,Normal,113,1,2
8,1736,Normal,115,1,0
9,1801,Normal,116,1,0
10,1865,Normal,117,1,0
11,1930,Normal,119,1,3
12,1994,Normal,120,1,4
13,2059,Hard,122,1,0
14,2123,Hard,123,1,0
15,2188,Hard,124,1,0
16,2252,Hard,126,1,5
17,2317,Hard,127,1,6
18,2381,Hard,128,1,0
19,2446,Hard,130,1,0
20,2510,Hard,131,1,0
21,2575,Hard,133,1,7
22,2639,Hard,134,1,0
23,2704,Hard,135,1,1
24,2768,Hard,137,1,2
25,2833,HardCode,138,1,3
26,2897,HardCode,139,1,4
27,2962,HardCode,141,1,5
28,3026,HardCode,142,1,6
29,3155,HardCode,145,1,7
30,7925,HardCode,146,1,1
