ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,615,Easy,55,1,7
2,638,Easy,56,1,4
3,661,Normal,58,1,2
4,683,Normal,59,1,7
5,706,Normal,61,1,6
6,729,Normal,62,1,2
7,752,Normal,63,1,2
8,774,Normal,65,1,3
9,797,Normal,66,1,5
10,820,Normal,67,1,7
11,843,Normal,69,1,5
12,865,Normal,70,1,1
13,888,Hard,72,1,5
14,911,Hard,73,1,6
15,934,Hard,74,1,4
16,956,Hard,76,1,2
17,979,Hard,77,1,2
18,1002,Hard,78,1,6
19,1025,Hard,80,1,5
20,1047,Hard,81,1,9
21,1070,Hard,83,1,7
22,1093,Hard,84,1,4
23,1116,Hard,85,1,2
24,1138,Hard,87,1,3
25,1161,HardCode,88,1,1
26,1184,HardCode,89,1,0
27,1207,HardCode,91,1,2
28,1229,HardCode,92,1,3
29,1275,HardCode,95,1,4
30,2525,HardCode,96,1,7
