ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,140,Easy,43,1,4
2,154,Normal,44,1,4
3,168,Normal,45,1,4
4,182,Normal,46,1,4
5,197,Normal,47,1,4
6,211,Normal,49,1,4
7,225,Normal,50,1,4
8,239,Normal,51,1,4
9,253,Normal,52,1,4
10,267,Normal,53,1,4
11,281,Normal,54,1,4
12,296,Normal,55,1,4
13,310,Hard,56,1,4
14,324,Hard,57,1,4
15,338,Hard,58,1,4
16,352,Hard,60,1,4
17,366,Hard,61,1,4
18,380,Hard,62,1,4
19,394,Hard,63,1,4
20,409,Hard,64,1,4
21,423,Hard,65,1,4
22,437,HardCode,66,1,4
23,451,HardCode,67,1,4
24,465,HardCode,68,1,4
25,479,HardCode,69,1,4
26,493,HardCode,71,1,4
27,508,HardCode,72,1,4
28,522,HardCode,73,1,4
29,550,HardCode,75,1,4
30,800,HardCode,75,1,4
