ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1080,Easy,89,1,0
2,1127,Easy,90,1,0
3,1174,Easy,92,1,0
4,1221,Easy,93,1,0
5,1268,Normal,95,1,0
6,1315,Normal,96,1,0
7,1362,Normal,97,1,0
8,1409,Normal,99,1,0
9,1457,Normal,100,1,0
10,1504,Normal,101,1,0
11,1551,Normal,103,1,0
12,1598,Normal,104,1,0
13,1645,Normal,106,1,0
14,1692,Normal,107,1,0
15,1739,Normal,108,1,0
16,1786,Hard,110,1,0
17,1833,Hard,111,1,0
18,1880,Hard,112,1,0
19,1927,Hard,114,1,0
20,1974,Hard,115,1,0
21,2021,Hard,117,1,0
22,2068,Hard,118,1,0
23,2116,Hard,119,1,0
24,2163,Hard,121,1,0
25,2210,Hard,122,1,0
26,2257,Hard,123,1,0
27,2304,HardCode,125,1,0
28,2351,HardCode,126,1,0
29,2445,HardCode,129,1,0
30,5780,HardCode,130,1,1
