ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,880,Easy,69,1,7
2,910,Normal,70,1,7
3,940,Normal,72,1,7
4,970,Normal,73,1,7
5,1000,Normal,75,1,7
6,1030,Normal,76,1,7
7,1060,Normal,77,1,7
8,1090,Normal,79,1,7
9,1120,Normal,80,1,7
10,1150,Normal,81,1,7
11,1180,Normal,83,1,7
12,1210,Normal,84,1,7
13,1240,Normal,86,1,7
14,1270,Normal,87,1,7
15,1300,Normal,88,1,7
16,1330,Hard,90,1,7
17,1360,Hard,91,1,7
18,1390,Hard,92,1,7
19,1420,Hard,94,1,7
20,1450,Hard,95,1,7
21,1480,Hard,97,1,7
22,1510,Hard,98,1,7
23,1540,Hard,99,1,7
24,1570,Hard,101,1,7
25,1600,HardCode,102,1,7
26,1630,HardCode,103,1,7
27,1660,HardCode,105,1,7
28,1690,HardCode,106,1,7
29,1750,HardCode,109,1,7
30,3680,HardCode,110,1,7
