ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1130,Normal,94,1,1
2,1181,Normal,95,1,0
3,1233,Normal,97,1,0
4,1284,Normal,98,1,2
5,1336,Normal,100,1,0
6,1387,Normal,101,1,0
7,1438,Normal,102,1,3
8,1490,Normal,104,1,0
9,1541,Normal,105,1,0
10,1592,Normal,106,1,7
11,1644,Normal,108,1,0
12,1695,Normal,109,1,0
13,1747,Hard,111,1,4
14,1798,Hard,112,1,0
15,1849,Hard,113,1,0
16,1901,Hard,115,1,5
17,1952,Hard,116,1,0
18,2003,Hard,117,1,0
19,2055,Hard,119,1,0
20,2106,Hard,120,1,1
21,2158,Hard,122,1,1
22,2209,Hard,123,1,0
23,2260,HardCode,124,1,0
24,2312,HardCode,126,1,2
25,2363,HardCode,127,1,2
26,2414,HardCode,128,1,2
27,2466,HardCode,130,1,2
28,2517,HardCode,131,1,0
29,2620,HardCode,134,1,0
30,6305,HardCode,135,1,3
