ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,100,Easy,40,1,1
2,110,Easy,41,1,1
3,121,Easy,41,1,1
4,131,Easy,42,1,1
5,141,Easy,43,1,1
6,152,Easy,43,1,1
7,162,Easy,44,1,1
8,172,Normal,45,1,1
9,183,Normal,46,1,1
10,193,Normal,46,1,1
11,203,Normal,47,1,1
12,214,Normal,48,1,1
13,224,Normal,48,1,1
14,234,Normal,49,1,1
15,245,Normal,50,1,1
16,255,Normal,50,1,1
17,266,Normal,51,1,1
18,276,Normal,52,1,1
19,286,Normal,52,1,1
20,297,Hard,53,1,1
21,307,Hard,54,1,1
22,317,Hard,54,1,1
23,328,Hard,55,1,1
24,338,Hard,56,1,1
25,348,Hard,57,1,1
26,359,Hard,57,1,1
27,369,Hard,58,1,1
28,379,Hard,59,1,1
29,400,Hard,60,1,1
30,500,HardCode,65,1,1
