ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1110,Easy,92,1,6
2,1160,Normal,93,1,6
3,1209,Normal,95,1,6
4,1259,Normal,96,1,6
5,1309,Normal,98,1,6
6,1358,Normal,99,1,6
7,1408,Normal,100,1,6
8,1458,Normal,102,1,6
9,1507,Normal,103,1,6
10,1557,Normal,104,1,6
11,1607,Normal,106,1,6
12,1656,Normal,107,1,6
13,1706,Hard,109,1,6
14,1756,Hard,110,1,6
15,1805,Hard,111,1,6
16,1855,Hard,113,1,6
17,1904,Hard,114,1,6
18,1954,Hard,115,1,6
19,2004,Hard,117,1,6
20,2053,Hard,118,1,6
21,2103,Hard,120,1,6
22,2153,Hard,121,1,6
23,2202,HardCode,122,1,6
24,2252,HardCode,124,1,6
25,2302,HardCode,125,1,6
26,2351,HardCode,126,1,6
27,2401,HardCode,128,1,6
28,2451,HardCode,129,1,6
29,2550,HardCode,132,1,6
30,6095,HardCode,133,1,7
