ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1335,Normal,110,1,0
2,1404,Normal,111,1,1
3,1473,Normal,113,1,0
4,1541,Normal,114,1,7
5,1610,Normal,116,1,0
6,1679,Normal,117,1,4
7,1748,Hard,118,1,0
8,1817,Hard,120,1,6
9,1885,Hard,121,1,0
10,1954,Hard,122,1,5
11,2023,Hard,124,1,3
12,2092,Hard,125,1,0
13,2161,Hard,127,1,0
14,2229,Hard,128,1,2
15,2298,Hard,129,1,1
16,2367,Hard,131,1,3
17,2436,Hard,132,1,0
18,2504,Hard,133,1,0
19,2573,HardCode,135,1,2
20,2642,HardCode,136,1,5
21,2711,HardCode,138,1,0
22,2780,HardCode,139,1,0
23,2848,HardCode,140,1,0
24,2917,HardCode,142,1,7
25,2986,HardCode,143,1,5
26,3055,HardCode,144,1,0
27,3124,HardCode,146,1,0
28,3192,HardCode,147,1,2
29,3330,HardCode,150,1,7
30,8450,HardCode,151,1,3
