ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1555,Normal,124,1,7
2,1639,Normal,125,1,6
3,1722,Normal,127,1,5
4,1806,Normal,128,1,4
5,1889,Normal,130,1,3
6,1973,Normal,131,1,2
7,2057,Normal,132,1,1
8,2140,Normal,134,1,0
9,2224,Normal,135,1,1
10,2308,Normal,137,1,2
11,2391,Normal,138,1,3
12,2475,Normal,140,1,4
13,2558,Hard,141,1,5
14,2642,Hard,142,1,6
15,2726,Hard,144,1,7
16,2809,Hard,145,1,0
17,2893,Hard,147,1,0
18,2977,Hard,148,1,0
19,3060,Hard,149,1,0
20,3144,Hard,151,1,1
21,3227,Hard,152,1,1
22,3311,Hard,154,1,1
23,3395,HardCode,155,1,2
24,3478,HardCode,157,1,2
25,3562,HardCode,158,1,2
26,3646,HardCode,159,1,3
27,3729,HardCode,161,1,3
28,3813,HardCode,162,1,3
29,3980,HardCode,165,1,4
30,10000,HardCode,166,1,5
