ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1510,Easy,121,1,7
2,1591,Easy,122,1,0
3,1671,Normal,124,1,3
4,1752,Normal,125,1,0
5,1832,Normal,127,1,0
6,1913,Normal,128,1,4
7,1993,Normal,129,1,0
8,2074,Normal,131,1,0
9,2154,Normal,132,1,0
10,2235,Normal,134,1,5
11,2315,Normal,135,1,0
12,2396,Normal,137,1,1
13,2476,Hard,138,1,0
14,2557,Hard,139,1,0
15,2637,Hard,141,1,2
16,2718,Hard,142,1,0
17,2798,Hard,144,1,7
18,2879,Hard,145,1,0
19,2959,Hard,146,1,6
20,3040,Hard,148,1,0
21,3120,Hard,149,1,2
22,3201,Hard,151,1,0
23,3281,Hard,152,1,0
24,3362,Hard,154,1,3
25,3442,HardCode,155,1,0
26,3523,HardCode,156,1,4
27,3603,HardCode,158,1,0
28,3684,HardCode,159,1,0
29,3845,HardCode,162,1,6
30,9685,HardCode,163,1,7
