ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,990,Easy,80,1,2
2,1029,Easy,81,1,2
3,1069,Normal,83,1,2
4,1108,Normal,84,1,0
5,1147,Normal,86,1,0
6,1187,Normal,87,1,0
7,1226,Normal,88,1,1
8,1265,Normal,90,1,2
9,1304,Normal,91,1,0
10,1344,Normal,92,1,0
11,1383,Normal,94,1,2
12,1422,Normal,95,1,2
13,1462,Hard,97,1,2
14,1501,Hard,98,1,0
15,1540,Hard,99,1,0
16,1580,Hard,101,1,0
17,1619,Hard,102,1,1
18,1658,Hard,103,1,2
19,1698,Hard,105,1,3
20,1737,Hard,106,1,0
21,1776,Hard,108,1,1
22,1816,Hard,109,1,2
23,1855,Hard,110,1,3
24,1894,Hard,112,1,0
25,1933,HardCode,113,1,1
26,1973,HardCode,114,1,2
27,2012,HardCode,116,1,3
28,2051,HardCode,117,1,1
29,2130,HardCode,120,1,2
30,4835,HardCode,121,1,0
