ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1795,Normal,140,1,3
2,1896,Normal,141,1,0
3,1997,Normal,143,1,5
4,2099,Normal,144,1,7
5,2200,Normal,146,1,0
6,2301,Normal,147,1,1
7,2402,Normal,148,1,0
8,2503,Normal,150,1,2
9,2605,Normal,151,1,3
10,2706,Normal,153,1,5
11,2807,Normal,154,1,0
12,2908,Normal,156,1,4
13,3009,Hard,157,1,0
14,3111,Hard,158,1,3
15,3212,Hard,160,1,0
16,3313,Hard,161,1,2
17,3414,Hard,163,1,1
18,3516,Hard,164,1,0
19,3617,Hard,165,1,0
20,3718,Hard,167,1,1
21,3819,Hard,168,1,0
22,3920,Hard,170,1,7
23,4022,HardCode,171,1,0
24,4123,HardCode,173,1,6
25,4224,HardCode,174,1,5
26,4325,HardCode,175,1,0
27,4426,HardCode,177,1,4
28,4528,HardCode,178,1,0
29,4730,HardCode,181,1,3
30,11615,HardCode,182,1,7
