ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1660,Easy,131,1,5
2,1751,Normal,132,1,0
3,1842,Normal,134,1,0
4,1934,Normal,135,1,3
5,2025,Normal,137,1,4
6,2116,Normal,138,1,0
7,2207,Normal,139,1,7
8,2298,Normal,141,1,0
9,2390,Normal,142,1,0
10,2481,Normal,144,1,5
11,2572,Normal,145,1,0
12,2663,Normal,147,1,3
13,2754,Hard,148,1,0
14,2846,Hard,149,1,7
15,2937,Hard,151,1,0
16,3028,Hard,152,1,1
17,3119,Hard,154,1,0
18,3211,Hard,155,1,3
19,3302,Hard,156,1,0
20,3393,Hard,158,1,0
21,3484,Hard,159,1,5
22,3575,Hard,161,1,0
23,3667,HardCode,162,1,0
24,3758,HardCode,164,1,6
25,3849,HardCode,165,1,0
26,3940,HardCode,166,1,2
27,4031,HardCode,168,1,0
28,4123,HardCode,169,1,1
29,4305,HardCode,172,1,0
30,10525,HardCode,173,1,3
