ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1250,Normal,102,1,0
2,1312,Normal,103,1,0
3,1373,Normal,105,1,1
4,1435,Normal,106,1,2
5,1497,Hard,108,1,3
6,1559,Hard,109,1,4
7,1620,Hard,110,1,5
8,1682,Hard,112,1,6
9,1744,Hard,113,1,7
10,1806,Hard,114,1,0
11,1867,Hard,116,1,1
12,1929,Hard,117,1,0
13,1991,Hard,119,1,2
14,2052,Hard,120,1,0
15,2114,Hard,121,1,0
16,2176,Hard,123,1,3
17,2238,Hard,124,1,0
18,2299,Hard,125,1,0
19,2361,Hard,127,1,0
20,2423,Hard,128,1,4
21,2484,Hard,130,1,0
22,2546,HardCode,131,1,0
23,2608,HardCode,132,1,0
24,2670,HardCode,134,1,0
25,2731,HardCode,135,1,5
26,2793,HardCode,136,1,0
27,2855,HardCode,138,1,0
28,2917,HardCode,139,1,0
29,3040,HardCode,142,1,0
30,7565,HardCode,143,1,6
