ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,400,Normal,45,1,2
2,424,Normal,47,1,4
3,448,Normal,48,1,6
4,472,Normal,50,1,3
5,497,Hard,51,1,1
6,521,Hard,53,1,3
7,545,Hard,54,1,5
8,569,Hard,56,1,7
9,593,Hard,57,1,2
10,617,Hard,59,1,4
11,641,Hard,60,1,6
12,666,Hard,62,1,1
13,690,Hard,63,1,3
14,714,Hard,65,1,1
15,738,Hard,66,1,3
16,762,Hard,68,1,4
17,786,Hard,69,1,2
18,810,Hard,71,1,1
19,834,Hard,72,1,2
20,859,Hard,74,1,3
21,883,Hard,75,1,4
22,907,HardCode,77,1,5
23,931,HardCode,78,1,6
24,955,HardCode,80,1,7
25,979,HardCode,81,1,6
26,1003,HardCode,83,1,5
27,1028,HardCode,84,1,4
28,1052,HardCode,86,1,3
29,1100,HardCode,89,1,2
30,2300,HardCode,90,1,1
