ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1070,Easy,88,1,7
2,1116,Easy,89,1,7
3,1162,Easy,91,1,7
4,1209,Easy,92,1,0
5,1255,Easy,94,1,0
6,1301,Easy,95,1,0
7,1347,Normal,96,1,6
8,1393,Normal,98,1,6
9,1440,Normal,99,1,6
10,1486,Normal,100,1,0
11,1532,Normal,102,1,0
12,1578,Normal,103,1,0
13,1624,Normal,105,1,0
14,1671,Normal,106,1,5
15,1717,Normal,107,1,5
16,1763,Hard,109,1,5
17,1809,Hard,110,1,0
18,1856,Hard,111,1,0
19,1902,Hard,113,1,0
20,1948,Hard,114,1,4
21,1994,Hard,116,1,4
22,2040,Hard,117,1,4
23,2087,Hard,118,1,0
24,2133,Hard,120,1,0
25,2179,Hard,121,1,0
26,2225,Hard,122,1,5
27,2271,Hard,124,1,5
28,2318,Hard,125,1,5
29,2410,Hard,128,1,0
30,5675,HardCode,129,1,3
