ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,900,Easy,71,1,1
2,932,Normal,72,1,2
3,963,Normal,74,1,3
4,995,Normal,75,1,4
5,1026,Normal,77,1,5
6,1058,Normal,78,1,6
7,1089,Normal,79,1,7
8,1121,Normal,81,1,5
9,1152,Normal,82,1,4
10,1184,Normal,83,1,3
11,1216,Normal,85,1,2
12,1247,Normal,86,1,1
13,1279,Normal,88,1,0
14,1310,Normal,89,1,0
15,1342,Normal,90,1,1
16,1373,Hard,92,1,2
17,1405,Hard,93,1,3
18,1436,Hard,94,1,4
19,1468,Hard,96,1,5
20,1499,Hard,97,1,0
21,1531,Hard,99,1,0
22,1563,Hard,100,1,0
23,1594,Hard,101,1,0
24,1626,Hard,103,1,0
25,1657,HardCode,104,1,0
26,1689,HardCode,105,1,2
27,1720,HardCode,107,1,2
28,1752,HardCode,108,1,2
29,1815,HardCode,111,1,3
30,3890,HardCode,112,1,4
