ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1200,Easy,97,1,4
2,1257,Easy,98,1,4
3,1315,Normal,100,1,4
4,1372,Normal,101,1,4
5,1430,Normal,103,1,4
6,1487,Normal,104,1,4
7,1544,Normal,105,1,4
8,1602,Normal,107,1,4
9,1659,Normal,108,1,4
10,1717,Normal,109,1,4
11,1774,Normal,111,1,4
12,1832,Normal,112,1,4
13,1889,Hard,114,1,4
14,1946,Hard,115,1,4
15,2004,Hard,116,1,4
16,2061,Hard,118,1,4
17,2119,Hard,119,1,4
18,2176,Hard,120,1,4
19,2233,Hard,122,1,4
20,2291,Hard,123,1,4
21,2348,Hard,125,1,4
22,2406,Hard,126,1,4
23,2463,Hard,127,1,4
24,2521,Hard,129,1,4
25,2578,HardCode,130,1,4
26,2635,HardCode,131,1,4
27,2693,HardCode,133,1,4
28,2750,HardCode,134,1,4
29,2865,HardCode,137,1,4
30,6200,HardCode,138,1,5
