ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1765,Easy,138,1,0
2,1864,Easy,139,1,3
3,1963,Normal,141,1,0
4,2062,Normal,142,1,5
5,2162,Normal,144,1,0
6,2261,Normal,145,1,0
7,2360,Normal,146,1,6
8,2459,Normal,148,1,0
9,2558,Normal,149,1,4
10,2657,Normal,151,1,0
11,2756,Normal,152,1,2
12,2856,Normal,154,1,0
13,2955,Hard,155,1,1
14,3054,Hard,156,1,0
15,3153,Hard,158,1,1
16,3252,Hard,159,1,0
17,3351,Hard,161,1,0
18,3450,Hard,162,1,3
19,3549,Hard,163,1,0
20,3649,Hard,165,1,5
21,3748,Hard,166,1,0
22,3847,Hard,168,1,4
23,3946,Hard,169,1,0
24,4045,Hard,171,1,7
25,4144,HardCode,172,1,0
26,4243,HardCode,173,1,0
27,4343,HardCode,175,1,6
28,4442,HardCode,176,1,0
29,4640,HardCode,179,1,5
30,11405,HardCode,180,1,3
