ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1275,Easy,104,1,7
2,1339,Easy,105,1,1
3,1402,Normal,107,1,7
4,1466,Normal,108,1,2
5,1529,Normal,110,1,7
6,1593,Normal,111,1,3
7,1657,Normal,112,1,7
8,1720,Normal,114,1,4
9,1784,Normal,115,1,7
10,1848,Normal,116,1,5
11,1911,Normal,118,1,7
12,1975,Normal,119,1,6
13,2038,Hard,121,1,7
14,2102,Hard,122,1,7
15,2166,Hard,123,1,0
16,2229,Hard,125,1,0
17,2293,Hard,126,1,0
18,2357,Hard,127,1,1
19,2420,Hard,129,1,2
20,2484,Hard,130,1,3
21,2547,Hard,132,1,4
22,2611,Hard,133,1,5
23,2675,Hard,134,1,6
24,2738,Hard,136,1,7
25,2802,HardCode,137,1,0
26,2866,HardCode,138,1,1
27,2929,HardCode,140,1,1
28,2993,HardCode,141,1,1
29,3120,HardCode,144,1,2
30,7820,HardCode,145,1,3
