ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,425,Easy,51,1,0
2,447,Easy,52,1,0
3,468,Easy,54,1,0
4,490,Easy,55,1,1
5,512,Easy,57,1,1
6,534,Easy,58,1,1
7,555,Normal,59,1,1
8,577,Normal,61,1,2
9,599,Normal,62,1,2
10,621,Normal,63,1,2
11,642,Normal,65,1,3
12,664,Normal,66,1,3
13,686,Normal,68,1,3
14,707,Normal,69,1,4
15,729,Normal,70,1,4
16,751,Hard,72,1,5
17,773,Hard,73,1,5
18,794,Hard,74,1,6
19,816,Hard,76,1,6
20,838,Hard,77,1,7
21,859,Hard,79,1,2
22,881,Hard,80,1,4
23,903,Hard,81,1,6
24,925,Hard,83,1,3
25,946,Hard,84,1,5
26,968,Hard,85,1,7
27,990,Hard,87,1,1
28,1012,Hard,88,1,0
29,1055,Hard,91,1,2
30,2105,HardCode,92,1,3
