ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1720,Easy,135,1,0
2,1816,Easy,136,1,1
3,1912,Easy,138,1,0
4,2008,Easy,139,1,2
5,2104,Normal,141,1,0
6,2200,Normal,142,1,3
7,2296,Normal,143,1,4
8,2392,Normal,145,1,0
9,2488,Normal,146,1,0
10,2584,Normal,148,1,0
11,2680,Normal,149,1,0
12,2776,Normal,151,1,1
13,2872,Normal,152,1,0
14,2968,Normal,153,1,3
15,3064,Normal,155,1,0
16,3161,Hard,156,1,5
17,3257,Hard,158,1,0
18,3353,Hard,159,1,7
19,3449,Hard,160,1,0
20,3545,Hard,162,1,0
21,3641,Hard,163,1,2
22,3737,Hard,165,1,3
23,3833,Hard,166,1,4
24,3929,Hard,168,1,0
25,4025,Hard,169,1,0
26,4121,Hard,170,1,2
27,4217,HardCode,172,1,5
28,4313,HardCode,173,1,6
29,4505,HardCode,176,1,0
30,11090,HardCode,177,1,7
